vlookup server,vlookup sw,Index,Facility,Card,Cable Length,Dell P/N,Cable Type,Cable Color,Server Transceiver,Switch Transceiver,Row,Rack,Node,Sled,Interface,Row,Rack,Switch,Port,Label,TSS Top,TSS Bottom,,,U Height,Device Position,Sled number,CMSH Switchport config commands - server hostname column must be populated,"CMSH rackview config commands - Server Hostname, U height and Device Position columns must be populated"
,2U17,291,,open,,,,,,,,,,,,B5,2,U17,19,,,,,,,,,,
,2U17,292,,open,,,,,,,,,,,,B5,2,U17,20,,,,,,,,,,
,2U17,293,,open,,,,,,,,,,,,B5,2,U17,21,,,,,,,,,,
,2U17,294,,open,,,,,,,,,,,,B5,2,U17,22,,,,,,,,,,
,2U17,295,,open,,,,,,,,,,,,B5,2,U17,23,,,,,,,,,,
,2U17,296,,open,,,,,,,,,,,,B5,2,U17,24,,,,,,,,,,
,2U17,297,,open,,,,,,,,,,,,B5,2,U17,25,,,,,,,,,,
,2U17,298,,open,,,,,,,,,,,,B5,2,U17,26,,,,,,,,,,
,2U17,299,,open,,,,,,,,,,,,B5,2,U17,27,,,,,,,,,,
,2U17,300,,open,,,,,,,,,,,,B5,2,U17,28,,,,,,,,,,
,2U17,301,,open,,,,,,,,,,,,B5,2,U17,29,,,,,,,,,,
,2U17,302,,open,,,,,,,,,,,,B5,2,U17,30,,,,,,,,,,
,2U17,303,,open,,,,,,,,,,,,B5,2,U17,31,,,,,,,,,,
,2U17,304,,open,,,,,,,,,,,,B5,2,U17,32,,,,,,,,,,
,2U17,305,,open,,,,,,,,,,,,B5,2,U17,33 - SFP+,,,,,,,,,,
,2U17,306,,open,,,,,,,,,,,,B5,2,U17,34 - SFP+,,,,,,,,,,
2U13,2U18,307,TSS,BE2,1M,470-ABPO,OM4 MPO,Aqua,407-BBWV,407-BBWV,B5,2,U13,-NODE1,BE2,B5,2,U18,1,"B5 R2 U13 BE2
B5 R2 SW U18 P1",B5 R2 U13 BE2,B5 R2 SW U18 P1,,,,,,,
2U13,2U18,308,TSS,BE2,1M,470-ABPO,OM4 MPO,Aqua,407-BBWV,407-BBWV,B5,2,U13,-NODE2,BE2,B5,2,U18,2,"B5 R2 U13 BE2
B5 R2 SW U18 P2",B5 R2 U13 BE2,B5 R2 SW U18 P2,,,,,,,
2U13,2U18,309,TSS,BE2,1M,470-ABPO,OM4 MPO,Aqua,407-BBWV,407-BBWV,B5,2,U13,-NODE3,BE2,B5,2,U18,3,"B5 R2 U13 BE2
B5 R2 SW U18 P3",B5 R2 U13 BE2,B5 R2 SW U18 P3,,,,,,,
2U13,2U18,310,TSS,BE2,1M,470-ABPO,OM4 MPO,Aqua,407-BBWV,407-BBWV,B5,2,U13,-NODE4,BE2,B5,2,U18,4,"B5 R2 U13 BE2
B5 R2 SW U18 P4",B5 R2 U13 BE2,B5 R2 SW U18 P4,,,,,,,
,2U18,311,,open,,,,,,,,,,,,B5,2,U18,5,,,,,,,,,,
,2U18,312,,open,,,,,,,,,,,,B5,2,U18,6,,,,,,,,,,
,2U18,313,,open,,,,,,,,,,,,B5,2,U18,7,,,,,,,,,,
,2U18,314,,open,,,,,,,,,,,,B5,2,U18,8,,,,,,,,,,
,2U18,315,,open,,,,,,,,,,,,B5,2,U18,9,,,,,,,,,,
,2U18,316,,open,,,,,,,,,,,,B5,2,U18,10,,,,,,,,,,
,2U18,317,,open,,,,,,,,,,,,B5,2,U18,11,,,,,,,,,,
,2U18,318,,open,,,,,,,,,,,,B5,2,U18,12,,,,,,,,,,
,2U18,319,,open,,,,,,,,,,,,B5,2,U18,13,,,,,,,,,,
,2U18,320,,open,,,,,,,,,,,,B5,2,U18,14,,,,,,,,,,
,2U18,321,,open,,,,,,,,,,,,B5,2,U18,15,,,,,,,,,,
,2U18,322,,open,,,,,,,,,,,,B5,2,U18,16,,,,,,,,,,
,2U18,323,,open,,,,,,,,,,,,B5,2,U18,17,,,,,,,,,,
,2U18,324,,open,,,,,,,,,,,,B5,2,U18,18,,,,,,,,,,
,2U18,325,,open,,,,,,,,,,,,B5,2,U18,19,,,,,,,,,,
,2U18,326,,open,,,,,,,,,,,,B5,2,U18,20,,,,,,,,,,
,2U18,327,,open,,,,,,,,,,,,B5,2,U18,21,,,,,,,,,,
,2U18,328,,open,,,,,,,,,,,,B5,2,U18,22,,,,,,,,,,
,2U18,329,,open,,,,,,,,,,,,B5,2,U18,23,,,,,,,,,,
,2U18,330,,open,,,,,,,,,,,,B5,2,U18,24,,,,,,,,,,
,2U18,331,,open,,,,,,,,,,,,B5,2,U18,25,,,,,,,,,,
,2U18,332,,open,,,,,,,,,,,,B5,2,U18,26,,,,,,,,,,
,2U18,333,,open,,,,,,,,,,,,B5,2,U18,27,,,,,,,,,,
,2U18,334,,open,,,,,,,,,,,,B5,2,U18,28,,,,,,,,,,
,2U18,335,,open,,,,,,,,,,,,B5,2,U18,29,,,,,,,,,,
,2U18,336,,open,,,,,,,,,,,,B5,2,U18,30,,,,,,,,,,
,2U18,337,,open,,,,,,,,,,,,B5,2,U18,31,,,,,,,,,,
,2U18,338,,open,,,,,,,,,,,,B5,2,U18,32,,,,,,,,,,
,2U18,339,,open,,,,,,,,,,,,B5,2,U18,33 - SFP+,,,,,,,,,,
,2U18,340,,open,,,,,,,,,,,,B5,2,U18,34 - SFP+,,,,,,,,,,
3U03,3U15,341,TSS,Slot 1 - port 1,1.5M,MCP1650-H01AE30,HDR passive copper,Black,N/A,N/A,B5,3,U03,,200GB1,B5,3,U15,1,"B5 R3 U03 Slot 1 - port 1
B5 R3 SW U15 P1",B5 R3 U03 Slot 1 - port 1,B5 R3 SW U15 P1,,,,,,,
3U04,3U15,342,TSS,Slot 1 - port 1,1.5M,MCP1650-H01AE30,HDR passive copper,Black,N/A,N/A,B5,3,U04,,200GB1,B5,3,U15,2,"B5 R3 U04 Slot 1 - port 1
B5 R3 SW U15 P2",B5 R3 U04 Slot 1 - port 1,B5 R3 SW U15 P2,,,,,,,
3U05,3U15,343,TSS,Slot 1 - port 1,1.5M,MCP1650-H01AE30,HDR passive copper,Black,N/A,N/A,B5,3,U05,,200GB1,B5,3,U15,3,"B5 R3 U05 Slot 1 - port 1
B5 R3 SW U15 P3",B5 R3 U05 Slot 1 - port 1,B5 R3 SW U15 P3,,,,,,,
3U06,3U15,344,TSS,Slot 1 - port 1,1.5M,MCP1650-H01AE30,HDR passive copper,Black,N/A,N/A,B5,3,U06,,200GB1,B5,3,U15,4,"B5 R3 U06 Slot 1 - port 1
B5 R3 SW U15 P4",B5 R3 U06 Slot 1 - port 1,B5 R3 SW U15 P4,,,,,,,
3U07,3U15,345,TSS,Slot 1 - port 1,1M,MCP1650-H001E30,HDR passive copper,Black,N/A,N/A,B5,3,U07,,200GB1,B5,3,U15,5,"B5 R3 U07 Slot 1 - port 1
B5 R3 SW U15 P5",B5 R3 U07 Slot 1 - port 1,B5 R3 SW U15 P5,,,,,,,
3U08,3U15,346,TSS,Slot 1 - port 1,1M,MCP1650-H001E30,HDR passive copper,Black,N/A,N/A,B5,3,U08,,200GB1,B5,3,U15,6,"B5 R3 U08 Slot 1 - port 1
B5 R3 SW U15 P6",B5 R3 U08 Slot 1 - port 1,B5 R3 SW U15 P6,,,,,,,
3U09,3U15,347,TSS,Slot 1 - port 1,1M,MCP1650-H001E30,HDR passive copper,Black,N/A,N/A,B5,3,U09,,200GB1,B5,3,U15,7,"B5 R3 U09 Slot 1 - port 1
B5 R3 SW U15 P7",B5 R3 U09 Slot 1 - port 1,B5 R3 SW U15 P7,,,,,,,
3U10,3U15,348,TSS,Slot 1 - port 1,1M,MCP1650-H001E30,HDR passive copper,Black,N/A,N/A,B5,3,U10,,200GB1,B5,3,U15,8,"B5 R3 U10 Slot 1 - port 1
B5 R3 SW U15 P8",B5 R3 U10 Slot 1 - port 1,B5 R3 SW U15 P8,,,,,,,
3U11,3U15,349,TSS,Slot 1 - port 1,1M,MCP1650-H001E30,HDR passive copper,Black,N/A,N/A,B5,3,U11,,200GB1,B5,3,U15,9,"B5 R3 U11 Slot 1 - port 1
B5 R3 SW U15 P9",B5 R3 U11 Slot 1 - port 1,B5 R3 SW U15 P9,,,,,,,
3U12,3U15,350,TSS,Slot 1 - port 1,1M,MCP1650-H001E30,HDR passive copper,Black,N/A,N/A,B5,3,U12,,200GB1,B5,3,U15,10,"B5 R3 U12 Slot 1 - port 1
B5 R3 SW U15 P10",B5 R3 U12 Slot 1 - port 1,B5 R3 SW U15 P10,,,,,,,
3U13,3U15,351,TSS,Slot 1 - port 1,1M,MCP1650-H001E30,HDR passive copper,Black,N/A,N/A,B5,3,U13,,200GB1,B5,3,U15,11,"B5 R3 U13 Slot 1 - port 1
B5 R3 SW U15 P11",B5 R3 U13 Slot 1 - port 1,B5 R3 SW U15 P11,,,,,,,
,3U15,352,,open,,,,,,,,,,,,B5,3,U15,12,,,,,,,,,,
,3U15,353,,open,,,,,,,,,,,,B5,3,U15,13,,,,,,,,,,
,3U15,354,,open,,,,,,,,,,,,B5,3,U15,14,,,,,,,,,,
,3U15,355,,open,,,,,,,,,,,,B5,3,U15,15,,,,,,,,,,
,3U15,356,,open,,,,,,,,,,,,B5,3,U15,16,,,,,,,,,,
,3U15,357,,open,,,,,,,,,,,,B5,3,U15,17,,,,,,,,,,
,3U15,358,,open,,,,,,,,,,,,B5,3,U15,18,,,,,,,,,,
,3U15,359,,open,,,,,,,,,,,,B5,3,U15,19,,,,,,,,,,
,3U15,360,,open,,,,,,,,,,,,B5,3,U15,20,,,,,,,,,,
,3U15,361,,open,,,,,,,,,,,,B5,3,U15,21,,,,,,,,,,
,3U15,362,,open,,,,,,,,,,,,B5,3,U15,22,,,,,,,,,,
,3U15,363,,open,,,,,,,,,,,,B5,3,U15,23,,,,,,,,,,
,3U15,364,,open,,,,,,,,,,,,B5,3,U15,24,,,,,,,,,,
,3U15,365,,open,,,,,,,,,,,,B5,3,U15,25,,,,,,,,,,
,3U15,366,,open,,,,,,,,,,,,B5,3,U15,26,,,,,,,,,,
,3U15,367,,open,,,,,,,,,,,,B5,3,U15,27,,,,,,,,,,
,3U15,368,,open,,,,,,,,,,,,B5,3,U15,28,,,,,,,,,,
,3U15,369,,open,,,,,,,,,,,,B5,3,U15,29,,,,,,,,,,
,3U15,370,,open,,,,,,,,,,,,B5,3,U15,30,,,,,,,,,,
,3U15,371,,open,,,,,,,,,,,,B5,3,U15,31,,,,,,,,,,
,3U15,372,,open,,,,,,,,,,,,B5,3,U15,32,,,,,,,,,,
3U03,3U16,373,TSS,Slot 3 - port 1,1.5M,MCP1650-H01AE30,HDR passive copper,Black,N/A,N/A,B5,3,U03,,200GB2,B5,3,U16,1,"B5 R3 U03 Slot 3 - port 1
B5 R3 SW U16 P1",B5 R3 U03 Slot 3 - port 1,B5 R3 SW U16 P1,,,,,,,
3U04,3U16,374,TSS,Slot 3 - port 1,1.5M,MCP1650-H01AE30,HDR passive copper,Black,N/A,N/A,B5,3,U04,,200GB2,B5,3,U16,2,"B5 R3 U04 Slot 3 - port 1
B5 R3 SW U16 P2",B5 R3 U04 Slot 3 - port 1,B5 R3 SW U16 P2,,,,,,,
3U05,3U16,375,TSS,Slot 3 - port 1,1.5M,MCP1650-H01AE30,HDR passive copper,Black,N/A,N/A,B5,3,U05,,200GB2,B5,3,U16,3,"B5 R3 U05 Slot 3 - port 1
B5 R3 SW U16 P3",B5 R3 U05 Slot 3 - port 1,B5 R3 SW U16 P3,,,,,,,
3U06,3U16,376,TSS,Slot 3 - port 1,1.5M,MCP1650-H01AE30,HDR passive copper,Black,N/A,N/A,B5,3,U06,,200GB2,B5,3,U16,4,"B5 R3 U06 Slot 3 - port 1
B5 R3 SW U16 P4",B5 R3 U06 Slot 3 - port 1,B5 R3 SW U16 P4,,,,,,,
3U07,3U16,377,TSS,Slot 3 - port 1,1.5M,MCP1650-H01AE30,HDR passive copper,Black,N/A,N/A,B5,3,U07,,200GB2,B5,3,U16,5,"B5 R3 U07 Slot 3 - port 1
B5 R3 SW U16 P5",B5 R3 U07 Slot 3 - port 1,B5 R3 SW U16 P5,,,,,,,
3U08,3U16,378,TSS,Slot 3 - port 1,1M,MCP1650-H001E30,HDR passive copper,Black,N/A,N/A,B5,3,U08,,200GB2,B5,3,U16,6,"B5 R3 U08 Slot 3 - port 1
B5 R3 SW U16 P6",B5 R3 U08 Slot 3 - port 1,B5 R3 SW U16 P6,,,,,,,
3U09,3U16,379,TSS,Slot 3 - port 1,1M,MCP1650-H001E30,HDR passive copper,Black,N/A,N/A,B5,3,U09,,200GB2,B5,3,U16,7,"B5 R3 U09 Slot 3 - port 1
B5 R3 SW U16 P7",B5 R3 U09 Slot 3 - port 1,B5 R3 SW U16 P7,,,,,,,
3U10,3U16,380,TSS,Slot 3 - port 1,1M,MCP1650-H001E30,HDR passive copper,Black,N/A,N/A,B5,3,U10,,200GB2,B5,3,U16,8,"B5 R3 U10 Slot 3 - port 1
B5 R3 SW U16 P8",B5 R3 U10 Slot 3 - port 1,B5 R3 SW U16 P8,,,,,,,
3U11,3U16,381,TSS,Slot 3 - port 1,1M,MCP1650-H001E30,HDR passive copper,Black,N/A,N/A,B5,3,U11,,200GB2,B5,3,U16,9,"B5 R3 U11 Slot 3 - port 1
B5 R3 SW U16 P9",B5 R3 U11 Slot 3 - port 1,B5 R3 SW U16 P9,,,,,,,
3U12,3U16,382,TSS,Slot 3 - port 1,1M,MCP1650-H001E30,HDR passive copper,Black,N/A,N/A,B5,3,U12,,200GB2,B5,3,U16,10,"B5 R3 U12 Slot 3 - port 1
B5 R3 SW U16 P10",B5 R3 U12 Slot 3 - port 1,B5 R3 SW U16 P10,,,,,,,
3U13,3U16,383,TSS,Slot 3 - port 1,1M,MCP1650-H001E30,HDR passive copper,Black,N/A,N/A,B5,3,U13,,200GB2,B5,3,U16,11,"B5 R3 U13 Slot 3 - port 1
B5 R3 SW U16 P11",B5 R3 U13 Slot 3 - port 1,B5 R3 SW U16 P11,,,,,,,
,3U16,384,,open,,,,,,,,,,,,B5,3,U16,12,,,,,,,,,,
,3U16,385,,open,,,,,,,,,,,,B5,3,U16,13,,,,,,,,,,
,3U16,386,,open,,,,,,,,,,,,B5,3,U16,14,,,,,,,,,,
,3U16,387,,open,,,,,,,,,,,,B5,3,U16,15,,,,,,,,,,
,3U16,388,,open,,,,,,,,,,,,B5,3,U16,16,,,,,,,,,,
,3U16,389,,open,,,,,,,,,,,,B5,3,U16,17,,,,,,,,,,
,3U16,390,,open,,,,,,,,,,,,B5,3,U16,18,,,,,,,,,,
,3U16,391,,open,,,,,,,,,,,,B5,3,U16,19,,,,,,,,,,
,3U16,392,,open,,,,,,,,,,,,B5,3,U16,20,,,,,,,,,,
,3U16,393,,open,,,,,,,,,,,,B5,3,U16,21,,,,,,,,,,
,3U16,394,,open,,,,,,,,,,,,B5,3,U16,22,,,,,,,,,,
,3U16,395,,open,,,,,,,,,,,,B5,3,U16,23,,,,,,,,,,
,3U16,396,,open,,,,,,,,,,,,B5,3,U16,24,,,,,,,,,,
,3U16,397,,open,,,,,,,,,,,,B5,3,U16,25,,,,,,,,,,
,3U16,398,,open,,,,,,,,,,,,B5,3,U16,26,,,,,,,,,,
,3U16,399,,open,,,,,,,,,,,,B5,3,U16,27,,,,,,,,,,
,3U16,400,,open,,,,,,,,,,,,B5,3,U16,28,,,,,,,,,,
,3U16,401,,open,,,,,,,,,,,,B5,3,U16,29,,,,,,,,,,
,3U16,402,,open,,,,,,,,,,,,B5,3,U16,30,,,,,,,,,,
,3U16,403,,open,,,,,,,,,,,,B5,3,U16,31,,,,,,,,,,
,3U16,404,,open,,,,,,,,,,,,B5,3,U16,32,,,,,,,,,,
2U22,2U42,405,TSS,ISL,3M,470-ABPN,OM4 MPO,Aqua,407-BBWV,407-BBWV,B5,2,U22,,ISL P55,B5,2,U42,1,"B5 R2 U22 ISL
B5 R2 SW U42 P1",B5 R2 U22 ISL,B5 R2 SW U42 P1,,,,,,,
3U22,2U42,406,TSS,ISL,5M,470-ABPQ,OM4 MPO,Aqua,407-BBWV,407-BBWV,B5,3,U22,,ISL P55,B5,2,U42,2,"B5 R3 U22 ISL
B5 R2 SW U42 P2",B5 R3 U22 ISL,B5 R2 SW U42 P2,,,,,,,
1OU03,2U42,407,TSS,ISL,10M,470-ABPV,OM4 MPO,Aqua,407-BBWV,407-BBWV,B5,1,OU03,,ISL P55,B5,2,U42,3,"B5 R1 OU03 ISL
B5 R2 SW U42 P3",B5 R1 OU03 ISL,B5 R2 SW U42 P3,,,,,,,
2U13,2U42,408,TSS,FE1,3M,470-ABPN,OM4 MPO,Aqua,407-BBWV,407-BBWV,B5,2,U13,,FE1,B5,2,U42,4,"B5 R2 U13 FE1
B5 R2 SW U42 P4",B5 R2 U13 FE1,B5 R2 SW U42 P4,,,,,,,
2U13,2U42,409,TSS,FE1,3M,470-ABPN,OM4 MPO,Aqua,407-BBWV,407-BBWV,B5,2,U13,,FE1,B5,2,U42,5,"B5 R2 U13 FE1
B5 R2 SW U42 P5",B5 R2 U13 FE1,B5 R2 SW U42 P5,,,,,,,
2U13,2U42,410,TSS,FE1,3M,470-ABPN,OM4 MPO,Aqua,407-BBWV,407-BBWV,B5,2,U13,,FE1,B5,2,U42,6,"B5 R2 U13 FE1
B5 R2 SW U42 P6",B5 R2 U13 FE1,B5 R2 SW U42 P6,,,,,,,
2U13,2U42,411,TSS,FE1,3M,470-ABPN,OM4 MPO,Aqua,407-BBWV,407-BBWV,B5,2,U13,,FE1,B5,2,U42,7,"B5 R2 U13 FE1
B5 R2 SW U42 P7",B5 R2 U13 FE1,B5 R2 SW U42 P7,,,,,,,
,2U42,412,,open,,,,,,,,,,,,B5,2,U42,8,,,,,,,,,,
,2U42,413,,open,,,,,,,,,,,,B5,2,U42,9,,,,,,,,,,
,2U42,414,,open,,,,,,,,,,,,B5,2,U42,10,,,,,,,,,,
,2U42,415,,open,,,,,,,,,,,,B5,2,U42,11,,,,,,,,,,
,2U42,416,,open,,,,,,,,,,,,B5,2,U42,12,,,,,,,,,,
,2U42,417,,open,,,,,,,,,,,,B5,2,U42,13,,,,,,,,,,
,2U42,418,,open,,,,,,,,,,,,B5,2,U42,14,,,,,,,,,,
,2U42,419,,open,,,,,,,,,,,,B5,2,U42,15,,,,,,,,,,
,2U42,420,,open,,,,,,,,,,,,B5,2,U42,16,,,,,,,,,,
,2U42,421,,open,,,,,,,,,,,,B5,2,U42,17,,,,,,,,,,
,2U42,422,,open,,,,,,,,,,,,B5,2,U42,18,,,,,,,,,,
,2U42,423,,open,,,,,,,,,,,,B5,2,U42,19,,,,,,,,,,
,2U42,424,,open,,,,,,,,,,,,B5,2,U42,20,,,,,,,,,,
,2U42,425,,open,,,,,,,,,,,,B5,2,U42,21,,,,,,,,,,
,2U42,426,,open,,,,,,,,,,,,B5,2,U42,22,,,,,,,,,,
,2U42,427,,open,,,,,,,,,,,,B5,2,U42,23,,,,,,,,,,
,2U42,428,,open,,,,,,,,,,,,B5,2,U42,24,,,,,,,,,,
,2U42,429,,open,,,,,,,,,,,,B5,2,U42,25,,,,,,,,,,
,2U42,430,,open,,,,,,,,,,,,B5,2,U42,26,,,,,,,,,,
,2U42,431,,open,,,,,,,,,,,,B5,2,U42,27,,,,,,,,,,
,2U42,432,,open,,,,,,,,,,,,B5,2,U42,28,,,,,,,,,,
,2U42,433,,open,,,,,,,,,,,,B5,2,U42,29,,,,,,,,,,
,2U42,434,,open,,,,,,,,,,,,B5,2,U42,30,,,,,,,,,,
,2U42,435,,open,,,,,,,,,,,,B5,2,U42,31,,,,,,,,,,
,2U42,436,,open,,,,,,,,,,,,B5,2,U42,32,,,,,,,,,,
,2U42,437,,open,,,,,,,,,,,,B5,2,U42,33 - SFP+,,,,,,,,,,
,2U42,438,,open,,,,,,,,,,,,B5,2,U42,34 - SFP+,,,,,,,,,,
2U22,3U42,439,TSS,ISL,5M,470-ABPQ,OM4 MPO,Aqua,407-BBWV,407-BBWV,B5,2,U22,,ISL P56,B5,3,U42,1,"B5 R2 U22 ISL
B5 R3 SW U42 P1",B5 R2 U22 ISL,B5 R3 SW U42 P1,,,,,,,
3U22,3U42,440,TSS,ISL,3M,470-ABPN,OM4 MPO,Aqua,407-BBWV,407-BBWV,B5,3,U22,,ISL P56,B5,3,U42,2,"B5 R3 U22 ISL
B5 R3 SW U42 P2",B5 R3 U22 ISL,B5 R3 SW U42 P2,,,,,,,
1OU03,3U42,441,TSS,ISL,10M,470-ABPV,OM4 MPO,Aqua,407-BBWV,407-BBWV,B5,1,OU03,,ISL P56,B5,3,U42,3,"B5 R1 OU03 ISL
B5 R3 SW U42 P3",B5 R1 OU03 ISL,B5 R3 SW U42 P3,,,,,,,
2U13,3U42,442,TSS,FE2,5M,470-ABPQ,OM4 MPO,Aqua,407-BBWV,407-BBWV,B5,2,U13,,FE2,B5,3,U42,4,"B5 R2 U13 FE2
B5 R3 SW U42 P4",B5 R2 U13 FE2,B5 R3 SW U42 P4,,,,,,,
2U13,3U42,443,TSS,FE2,5M,470-ABPQ,OM4 MPO,Aqua,407-BBWV,407-BBWV,B5,2,U13,,FE2,B5,3,U42,5,"B5 R2 U13 FE2
B5 R3 SW U42 P5",B5 R2 U13 FE2,B5 R3 SW U42 P5,,,,,,,
2U13,3U42,444,TSS,FE2,5M,470-ABPQ,OM4 MPO,Aqua,407-BBWV,407-BBWV,B5,2,U13,,FE2,B5,3,U42,6,"B5 R2 U13 FE2
B5 R3 SW U42 P6",B5 R2 U13 FE2,B5 R3 SW U42 P6,,,,,,,
2U13,3U42,445,TSS,FE2,5M,470-ABPQ,OM4 MPO,Aqua,407-BBWV,407-BBWV,B5,2,U13,,FE2,B5,3,U42,7,"B5 R2 U13 FE2
B5 R3 SW U42 P7",B5 R2 U13 FE2,B5 R3 SW U42 P7,,,,,,,
,3U42,446,,open,,,,,,,,,,,,B5,3,U42,8,,,,,,,,,,
,3U42,447,,open,,,,,,,,,,,,B5,3,U42,9,,,,,,,,,,
,3U42,448,,open,,,,,,,,,,,,B5,3,U42,10,,,,,,,,,,
,3U42,449,,open,,,,,,,,,,,,B5,3,U42,11,,,,,,,,,,
,3U42,450,,open,,,,,,,,,,,,B5,3,U42,12,,,,,,,,,,
,3U42,451,,open,,,,,,,,,,,,B5,3,U42,13,,,,,,,,,,
,3U42,452,,open,,,,,,,,,,,,B5,3,U42,14,,,,,,,,,,
,3U42,453,,open,,,,,,,,,,,,B5,3,U42,15,,,,,,,,,,
,3U42,454,,open,,,,,,,,,,,,B5,3,U42,16,,,,,,,,,,
,3U42,455,,open,,,,,,,,,,,,B5,3,U42,17,,,,,,,,,,
,3U42,456,,open,,,,,,,,,,,,B5,3,U42,18,,,,,,,,,,
,3U42,457,,open,,,,,,,,,,,,B5,3,U42,19,,,,,,,,,,
,3U42,458,,open,,,,,,,,,,,,B5,3,U42,20,,,,,,,,,,
,3U42,459,,open,,,,,,,,,,,,B5,3,U42,21,,,,,,,,,,
,3U42,460,,open,,,,,,,,,,,,B5,3,U42,22,,,,,,,,,,
,3U42,461,,open,,,,,,,,,,,,B5,3,U42,23,,,,,,,,,,
,3U42,462,,open,,,,,,,,,,,,B5,3,U42,24,,,,,,,,,,
,3U42,463,,open,,,,,,,,,,,,B5,3,U42,25,,,,,,,,,,
,3U42,464,,open,,,,,,,,,,,,B5,3,U42,26,,,,,,,,,,
,3U42,465,,open,,,,,,,,,,,,B5,3,U42,27,,,,,,,,,,
,3U42,466,,open,,,,,,,,,,,,B5,3,U42,28,,,,,,,,,,
,3U42,467,,open,,,,,,,,,,,,B5,3,U42,29,,,,,,,,,,
,3U42,468,,open,,,,,,,,,,,,B5,3,U42,30,,,,,,,,,,
,3U42,469,,open,,,,,,,,,,,,B5,3,U42,31,,,,,,,,,,
,3U42,470,,open,,,,,,,,,,,,B5,3,U42,32,,,,,,,,,,
,3U42,471,,open,,,,,,,,,,,,B5,3,U42,33 - SFP+,,,,,,,,,,
,3U42,472,,open,,,,,,,,,,,,B5,3,U42,34 - SFP+,,,,,,,,,,
2U34,2U39,473,TSS,DPU - Port 1,5M,MFP7E10-N005,OSFP to QSFP112 MMF,Aqua,MMA1Z00-NS400-T,MMA4Z00-NS-T,B5,2,U34,,DPU0,B5,2,U39,1/1,"B5 R2 U34 DPU - Port 1
B5 R2 SW U39 P1/1",B5 R2 U34 DPU - Port 1,B5 R2 SW U39 P1/1,,,,,,,
3U34,2U39,474,TSS,DPU - Port 1,5M,MFP7E10-N005,OSFP to QSFP112 MMF,Aqua,MMA1Z00-NS400-T,,B5,3,U34,,DPU0,B5,2,U39,1/2,"B5 R3 U34 DPU - Port 1
B5 R2 SW U39 P1/2",B5 R3 U34 DPU - Port 1,B5 R2 SW U39 P1/2,,,,,,,
1OU41,2U39,475,TSS,DPU - Port 1,7M,MFP7E10-N007,OSFP to QSFP112 MMF,Aqua,MMA1Z00-NS400-T,MMA4Z00-NS-T,B5,1,OU41,,DPU0,B5,2,U39,2/1,"B5 R1 OU41 DPU - Port 1
B5 R2 SW U39 P2/1",B5 R1 OU41 DPU - Port 1,B5 R2 SW U39 P2/1,,,,,,,
1OU42,2U39,476,TSS,DPU - Port 1,7M,MFP7E10-N007,OSFP to QSFP112 MMF,Aqua,MMA1Z00-NS400-T,,B5,1,OU42,,DPU0,B5,2,U39,2/2,"B5 R1 OU42 DPU - Port 1
B5 R2 SW U39 P2/2",B5 R1 OU42 DPU - Port 1,B5 R2 SW U39 P2/2,,,,,,,
2U36,2U39,477,TSS,HCA1 - Port 1,1.5M,MCP7Y60-H01A,NDR to 2x HDR copper,Black,N/A,N/A,B5,2,U36,,200GBE1,B5,2,U39,3/1,"B5 R2 U36 HCA1 - Port 1
B5 R2 SW U39 P3/1",B5 R2 U36 HCA1 - Port 1,B5 R2 SW U39 P3/1,,,,,,,
2U36,2U39,478,TSS,HCA2 - Port 1,,,,,N/A,,B5,2,U36,,200GBE2,B5,2,U39,3/2,"B5 R2 U36 HCA2 - Port 1
B5 R2 SW U39 P3/2",B5 R2 U36 HCA2 - Port 1,B5 R2 SW U39 P3/2,,,,,,,
2U36,2U39,479,TSS,HCA3 - Port 1,1.5M,MCP7Y60-H01A,NDR to 2x HDR copper,Black,N/A,N/A,B5,2,U36,,200GBE3,B5,2,U39,4/1,"B5 R2 U36 HCA3 - Port 1
B5 R2 SW U39 P4/1",B5 R2 U36 HCA3 - Port 1,B5 R2 SW U39 P4/1,,,,,,,
2U36,2U39,480,TSS,HCA4 - Port 1,,,,,N/A,,B5,2,U36,,200GBE4,B5,2,U39,4/2,"B5 R2 U36 HCA4 - Port 1
B5 R2 SW U39 P4/2",B5 R2 U36 HCA4 - Port 1,B5 R2 SW U39 P4/2,,,,,,,
3U36,2U39,481,TSS,HCA1 - Port 1,5M,MFA7U10-H005,NDR to 2x HDR copper,Black,N/A,N/A,B5,3,U36,,200GBE1,B5,2,U39,5/1,"B5 R3 U36 HCA1 - Port 1
B5 R2 SW U39 P5/1",B5 R3 U36 HCA1 - Port 1,B5 R2 SW U39 P5/1,,,,,,,
3U36,2U39,482,TSS,HCA2 - Port 1,,,,,N/A,,B5,3,U36,,200GBE2,B5,2,U39,5/2,"B5 R3 U36 HCA2 - Port 1
B5 R2 SW U39 P5/2",B5 R3 U36 HCA2 - Port 1,B5 R2 SW U39 P5/2,,,,,,,
3U36,2U39,483,TSS,HCA3 - Port 1,5M,MFA7U10-H005,NDR to 2x HDR copper,Black,N/A,N/A,B5,3,U36,,200GBE3,B5,2,U39,6/1,"B5 R3 U36 HCA3 - Port 1
B5 R2 SW U39 P6/1",B5 R3 U36 HCA3 - Port 1,B5 R2 SW U39 P6/1,,,,,,,
